stop_id,title,latitude,longitude,routes
1873,Shevchenkivska raiadministratsiia,49.856073,24.02173,"[{'name': '33', 'transport_type': 'trol'}, {'name': '7', 'transport_type': 'marshrutka'}, {'name': '17', 'transport_type': 'marshrutka'}, {'name': '22', 'transport_type': 'marshrutka'}, {'name': '25', 'transport_type': 'marshrutka'}, {'name': '31', 'transport_type': 'marshrutka'}, {'name': '34', 'transport_type': 'marshrutka'}, {'name': '37', 'transport_type': 'marshrutka'}, {'name': '39', 'transport_type': 'marshrutka'}, {'name': '41', 'transport_type': 'marshrutka'}, {'name': '51', 'transport_type': 'marshrutka'}, {'name': '55', 'transport_type': 'marshrutka'}, {'name': '56', 'transport_type': 'marshrutka'}, {'name': '60', 'transport_type': 'marshrutka'}]"
1874,Shevchenkivska raiadministratsiia,49.85776,24.021306,"[{'name': '33', 'transport_type': 'trol'}, {'name': '7', 'transport_type': 'marshrutka'}, {'name': '17', 'transport_type': 'marshrutka'}, {'name': '22', 'transport_type': 'marshrutka'}, {'name': '31', 'transport_type': 'marshrutka'}, {'name': '37', 'transport_type': 'marshrutka'}, {'name': '41', 'transport_type': 'marshrutka'}, {'name': '51', 'transport_type': 'marshrutka'}, {'name': '55', 'transport_type': 'marshrutka'}, {'name': '56', 'transport_type': 'marshrutka'}]"
1875,Shevchenkivska raiadministratsiia,49.857815,24.02073,"[{'name': '33', 'transport_type': 'trol'}, {'name': '7', 'transport_type': 'marshrutka'}, {'name': '17', 'transport_type': 'marshrutka'}, {'name': '22', 'transport_type': 'marshrutka'}, {'name': '31', 'transport_type': 'marshrutka'}, {'name': '34', 'transport_type': 'marshrutka'}, {'name': '37', 'transport_type': 'marshrutka'}, {'name': '41', 'transport_type': 'marshrutka'}, {'name': '51', 'transport_type': 'marshrutka'}, {'name': '55', 'transport_type': 'marshrutka'}, {'name': '56', 'transport_type': 'marshrutka'}]"
1876,Park 700-richchia Lvova,49.861729,24.01858,"[{'name': '33', 'transport_type': 'trol'}, {'name': '7', 'transport_type': 'marshrutka'}, {'name': '17', 'transport_type': 'marshrutka'}, {'name': '22', 'transport_type': 'marshrutka'}, {'name': '31', 'transport_type': 'marshrutka'}, {'name': '34', 'transport_type': 'marshrutka'}, {'name': '37', 'transport_type': 'marshrutka'}, {'name': '41', 'transport_type': 'marshrutka'}, {'name': '51', 'transport_type': 'marshrutka'}, {'name': '55', 'transport_type': 'marshrutka'}, {'name': '56', 'transport_type': 'marshrutka'}]"
1877,Park 700-richchia Lvova,49.862564,24.018701,"[{'name': '33', 'transport_type': 'trol'}, {'name': '7', 'transport_type': 'marshrutka'}, {'name': '17', 'transport_type': 'marshrutka'}, {'name': '22', 'transport_type': 'marshrutka'}, {'name': '31', 'transport_type': 'marshrutka'}, {'name': '37', 'transport_type': 'marshrutka'}, {'name': '41', 'transport_type': 'marshrutka'}, {'name': '51', 'transport_type': 'marshrutka'}, {'name': '55', 'transport_type': 'marshrutka'}, {'name': '56', 'transport_type': 'marshrutka'}]"
1878,Varshavska St,49.865896,24.017023,"[{'name': '33', 'transport_type': 'trol'}, {'name': '7', 'transport_type': 'marshrutka'}, {'name': '17', 'transport_type': 'marshrutka'}, {'name': '22', 'transport_type': 'marshrutka'}, {'name': '31', 'transport_type': 'marshrutka'}, {'name': '37', 'transport_type': 'marshrutka'}, {'name': '41', 'transport_type': 'marshrutka'}, {'name': '51', 'transport_type': 'marshrutka'}, {'name': '55', 'transport_type': 'marshrutka'}, {'name': '56', 'transport_type': 'marshrutka'}]"
1879,Varshavska St,49.866105,24.016354,"[{'name': '33', 'transport_type': 'trol'}, {'name': '7', 'transport_type': 'marshrutka'}, {'name': '17', 'transport_type': 'marshrutka'}, {'name': '22', 'transport_type': 'marshrutka'}, {'name': '31', 'transport_type': 'marshrutka'}, {'name': '34', 'transport_type': 'marshrutka'}, {'name': '37', 'transport_type': 'marshrutka'}, {'name': '41', 'transport_type': 'marshrutka'}, {'name': '51', 'transport_type': 'marshrutka'}, {'name': '55', 'transport_type': 'marshrutka'}, {'name': '56', 'transport_type': 'marshrutka'}]"
1880,Hetmana Mazepy St,49.869303,24.02503,"[{'name': '33', 'transport_type': 'trol'}, {'name': '7', 'transport_type': 'marshrutka'}, {'name': '12', 'transport_type': 'marshrutka'}, {'name': '17', 'transport_type': 'marshrutka'}, {'name': '31', 'transport_type': 'marshrutka'}, {'name': '41', 'transport_type': 'marshrutka'}, {'name': '51', 'transport_type': 'marshrutka'}, {'name': '55', 'transport_type': 'marshrutka'}, {'name': '56', 'transport_type': 'marshrutka'}]"
1881,Hetmana Mazepy St,49.869596,24.025497,"[{'name': '33', 'transport_type': 'trol'}, {'name': '7', 'transport_type': 'marshrutka'}, {'name': '12', 'transport_type': 'marshrutka'}, {'name': '17', 'transport_type': 'marshrutka'}, {'name': '31', 'transport_type': 'marshrutka'}, {'name': '34', 'transport_type': 'marshrutka'}, {'name': '41', 'transport_type': 'marshrutka'}, {'name': '51', 'transport_type': 'marshrutka'}, {'name': '55', 'transport_type': 'marshrutka'}, {'name': '56', 'transport_type': 'marshrutka'}]"
1882,Pylypa Orlyka St,49.870584,24.031456,"[{'name': '33', 'transport_type': 'trol'}, {'name': '7', 'transport_type': 'marshrutka'}, {'name': '12', 'transport_type': 'marshrutka'}, {'name': '17', 'transport_type': 'marshrutka'}, {'name': '31', 'transport_type': 'marshrutka'}, {'name': '34', 'transport_type': 'marshrutka'}, {'name': '41', 'transport_type': 'marshrutka'}, {'name': '51', 'transport_type': 'marshrutka'}, {'name': '55', 'transport_type': 'marshrutka'}, {'name': '56', 'transport_type': 'marshrutka'}]"
1883,Pylypa Orlyka St,49.870491,24.032577,"[{'name': '33', 'transport_type': 'trol'}, {'name': '7', 'transport_type': 'marshrutka'}, {'name': '12', 'transport_type': 'marshrutka'}, {'name': '17', 'transport_type': 'marshrutka'}, {'name': '31', 'transport_type': 'marshrutka'}, {'name': '41', 'transport_type': 'marshrutka'}, {'name': '51', 'transport_type': 'marshrutka'}, {'name': '55', 'transport_type': 'marshrutka'}, {'name': '56', 'transport_type': 'marshrutka'}]"
1884,Likarnia shvydkoi dopomohy,49.871811,24.038945,"[{'name': '33', 'transport_type': 'trol'}, {'name': '7', 'transport_type': 'marshrutka'}, {'name': '12', 'transport_type': 'marshrutka'}, {'name': '17', 'transport_type': 'marshrutka'}, {'name': '31', 'transport_type': 'marshrutka'}, {'name': '34', 'transport_type': 'marshrutka'}, {'name': '41', 'transport_type': 'marshrutka'}, {'name': '51', 'transport_type': 'marshrutka'}, {'name': '55', 'transport_type': 'marshrutka'}, {'name': '56', 'transport_type': 'marshrutka'}]"
1885,Likarnia shvydkoi dopomohy,49.871696,24.03951,"[{'name': '33', 'transport_type': 'trol'}, {'name': '7', 'transport_type': 'marshrutka'}, {'name': '12', 'transport_type': 'marshrutka'}, {'name': '17', 'transport_type': 'marshrutka'}, {'name': '31', 'transport_type': 'marshrutka'}, {'name': '41', 'transport_type': 'marshrutka'}, {'name': '51', 'transport_type': 'marshrutka'}, {'name': '55', 'transport_type': 'marshrutka'}, {'name': '56', 'transport_type': 'marshrutka'}]"
1886,Pluhova St,49.872364,24.043548,"[{'name': '33', 'transport_type': 'trol'}, {'name': '7', 'transport_type': 'marshrutka'}, {'name': '12', 'transport_type': 'marshrutka'}, {'name': '19', 'transport_type': 'marshrutka'}, {'name': '31', 'transport_type': 'marshrutka'}, {'name': '41', 'transport_type': 'marshrutka'}, {'name': '51', 'transport_type': 'marshrutka'}, {'name': '56', 'transport_type': 'marshrutka'}]"
1887,Pluhova St,49.872638,24.043907,"[{'name': '33', 'transport_type': 'trol'}, {'name': '7', 'transport_type': 'marshrutka'}, {'name': '19', 'transport_type': 'marshrutka'}, {'name': '31', 'transport_type': 'marshrutka'}, {'name': '34', 'transport_type': 'marshrutka'}, {'name': '41', 'transport_type': 'marshrutka'}, {'name': '51', 'transport_type': 'marshrutka'}, {'name': '56', 'transport_type': 'marshrutka'}]"
1888,Hrinchenka St,49.873325,24.050205,"[{'name': '33', 'transport_type': 'trol'}]"
2617,Pivdennyi Rynok,49.813674,23.976861,"[{'name': '23', 'transport_type': 'trol'}, {'name': '11', 'transport_type': 'marshrutka'}, {'name': '14', 'transport_type': 'marshrutka'}, {'name': '21', 'transport_type': 'marshrutka'}, {'name': '23', 'transport_type': 'marshrutka'}, {'name': '25', 'transport_type': 'marshrutka'}, {'name': '27', 'transport_type': 'marshrutka'}, {'name': '32', 'transport_type': 'marshrutka'}, {'name': '51', 'transport_type': 'marshrutka'}]"
2619,Okruzhna St,49.827375,23.983153,"[{'name': '30', 'transport_type': 'trol'}, {'name': '25', 'transport_type': 'marshrutka'}, {'name': '51', 'transport_type': 'marshrutka'}]"
3561,Viacheslava Chornovola Ave,49.846715,24.025761,"[{'name': '33', 'transport_type': 'trol'}, {'name': '7', 'transport_type': 'marshrutka'}, {'name': '17', 'transport_type': 'marshrutka'}, {'name': '20', 'transport_type': 'marshrutka'}, {'name': '25', 'transport_type': 'marshrutka'}, {'name': '31', 'transport_type': 'marshrutka'}, {'name': '34', 'transport_type': 'marshrutka'}, {'name': '37', 'transport_type': 'marshrutka'}, {'name': '39', 'transport_type': 'marshrutka'}, {'name': '41', 'transport_type': 'marshrutka'}, {'name': '51', 'transport_type': 'marshrutka'}, {'name': '60', 'transport_type': 'marshrutka'}]"
4307,Tsentr Dovzhenka,49.794716,24.057659,"[{'name': '24', 'transport_type': 'trol'}, {'name': '7', 'transport_type': 'marshrutka'}, {'name': '11', 'transport_type': 'marshrutka'}, {'name': '14', 'transport_type': 'marshrutka'}, {'name': '19', 'transport_type': 'marshrutka'}, {'name': '23', 'transport_type': 'marshrutka'}, {'name': '32', 'transport_type': 'marshrutka'}, {'name': '37', 'transport_type': 'marshrutka'}, {'name': '41', 'transport_type': 'marshrutka'}]"
4308,Sykhivska raiadministratsiia,49.791979,24.058257,"[{'name': '24', 'transport_type': 'trol'}, {'name': '7', 'transport_type': 'marshrutka'}, {'name': '11', 'transport_type': 'marshrutka'}, {'name': '19', 'transport_type': 'marshrutka'}, {'name': '32', 'transport_type': 'marshrutka'}]"
4309,Poliklinika #4,49.790679,24.059281,"[{'name': '24', 'transport_type': 'trol'}, {'name': '7', 'transport_type': 'marshrutka'}, {'name': '11', 'transport_type': 'marshrutka'}, {'name': '19', 'transport_type': 'marshrutka'}, {'name': '32', 'transport_type': 'marshrutka'}]"
4310,Kolomyiska St,49.788749,24.058643,"[{'name': '24', 'transport_type': 'trol'}, {'name': '7', 'transport_type': 'marshrutka'}, {'name': '11', 'transport_type': 'marshrutka'}, {'name': '19', 'transport_type': 'marshrutka'}, {'name': '32', 'transport_type': 'marshrutka'}]"
4311,Santa Barbara,49.785503,24.058821,"[{'name': '24', 'transport_type': 'trol'}, {'name': '7', 'transport_type': 'marshrutka'}, {'name': '11', 'transport_type': 'marshrutka'}, {'name': '19', 'transport_type': 'marshrutka'}, {'name': '32', 'transport_type': 'marshrutka'}]"
4909,Tsentr zainiatosti,49.803919,23.9964,"[{'name': '22', 'transport_type': 'trol'}, {'name': '7', 'transport_type': 'marshrutka'}, {'name': '14', 'transport_type': 'marshrutka'}, {'name': '23', 'transport_type': 'marshrutka'}, {'name': '25', 'transport_type': 'marshrutka'}, {'name': '27', 'transport_type': 'marshrutka'}, {'name': '32', 'transport_type': 'marshrutka'}, {'name': '41', 'transport_type': 'marshrutka'}, {'name': '45', 'transport_type': 'marshrutka'}, {'name': '51', 'transport_type': 'marshrutka'}]"
4910,Tsentr zainiatosti,49.804466,23.995162,"[{'name': '22', 'transport_type': 'trol'}, {'name': '7', 'transport_type': 'marshrutka'}, {'name': '14', 'transport_type': 'marshrutka'}, {'name': '23', 'transport_type': 'marshrutka'}, {'name': '25', 'transport_type': 'marshrutka'}, {'name': '27', 'transport_type': 'marshrutka'}, {'name': '32', 'transport_type': 'marshrutka'}, {'name': '45', 'transport_type': 'marshrutka'}, {'name': '51', 'transport_type': 'marshrutka'}]"
4911,Kniahyni Olhy St,49.803977,23.999752,"[{'name': '22', 'transport_type': 'trol'}, {'name': '7', 'transport_type': 'marshrutka'}, {'name': '14', 'transport_type': 'marshrutka'}, {'name': '23', 'transport_type': 'marshrutka'}, {'name': '25', 'transport_type': 'marshrutka'}, {'name': '27', 'transport_type': 'marshrutka'}, {'name': '32', 'transport_type': 'marshrutka'}, {'name': '41', 'transport_type': 'marshrutka'}, {'name': '45', 'transport_type': 'marshrutka'}, {'name': '51', 'transport_type': 'marshrutka'}]"
4912,Troleibusna St,49.80343,24.005036,"[{'name': '22', 'transport_type': 'trol'}, {'name': '7', 'transport_type': 'marshrutka'}, {'name': '14', 'transport_type': 'marshrutka'}, {'name': '23', 'transport_type': 'marshrutka'}, {'name': '25', 'transport_type': 'marshrutka'}, {'name': '27', 'transport_type': 'marshrutka'}, {'name': '32', 'transport_type': 'marshrutka'}, {'name': '41', 'transport_type': 'marshrutka'}]"
4914,Stryiska St - Naukova St,49.802085,24.017407,"[{'name': '22', 'transport_type': 'trol'}, {'name': '7', 'transport_type': 'marshrutka'}, {'name': '14', 'transport_type': 'marshrutka'}, {'name': '23', 'transport_type': 'marshrutka'}, {'name': '25', 'transport_type': 'marshrutka'}, {'name': '27', 'transport_type': 'marshrutka'}, {'name': '32', 'transport_type': 'marshrutka'}, {'name': '41', 'transport_type': 'marshrutka'}]"
4915,Stryiska St - Naukova St,49.801704,24.018634,"[{'name': '38', 'transport_type': 'trol'}, {'name': '7', 'transport_type': 'marshrutka'}, {'name': '11', 'transport_type': 'marshrutka'}, {'name': '14', 'transport_type': 'marshrutka'}, {'name': '23', 'transport_type': 'marshrutka'}, {'name': '32', 'transport_type': 'marshrutka'}, {'name': '41', 'transport_type': 'marshrutka'}]"
4916,Dukhovna ceminariia,49.799804,24.035388,"[{'name': '38', 'transport_type': 'trol'}, {'name': '7', 'transport_type': 'marshrutka'}, {'name': '11', 'transport_type': 'marshrutka'}, {'name': '14', 'transport_type': 'marshrutka'}, {'name': '23', 'transport_type': 'marshrutka'}, {'name': '32', 'transport_type': 'marshrutka'}, {'name': '41', 'transport_type': 'marshrutka'}]"
4917,Dukhovna ceminariia,49.800199,24.035898,"[{'name': '38', 'transport_type': 'trol'}, {'name': '7', 'transport_type': 'marshrutka'}, {'name': '11', 'transport_type': 'marshrutka'}, {'name': '14', 'transport_type': 'marshrutka'}, {'name': '23', 'transport_type': 'marshrutka'}, {'name': '32', 'transport_type': 'marshrutka'}, {'name': '41', 'transport_type': 'marshrutka'}]"
4918,Chukarina St,49.800735,24.040086,"[{'name': '38', 'transport_type': 'trol'}, {'name': '7', 'transport_type': 'marshrutka'}, {'name': '11', 'transport_type': 'marshrutka'}, {'name': '14', 'transport_type': 'marshrutka'}, {'name': '23', 'transport_type': 'marshrutka'}, {'name': '32', 'transport_type': 'marshrutka'}, {'name': '41', 'transport_type': 'marshrutka'}]"
7228,Ivana Kavaleridze St,49.794643,24.065087,"[{'name': '24', 'transport_type': 'trol'}, {'name': '19', 'transport_type': 'marshrutka'}, {'name': '23', 'transport_type': 'marshrutka'}, {'name': '37', 'transport_type': 'marshrutka'}, {'name': '41', 'transport_type': 'marshrutka'}]"
7229,Sykhivska St,49.797047,24.071816,"[{'name': '24', 'transport_type': 'trol'}, {'name': '19', 'transport_type': 'marshrutka'}, {'name': '23', 'transport_type': 'marshrutka'}, {'name': '37', 'transport_type': 'marshrutka'}]"
7230,DBK,49.804963,24.062752,"[{'name': '24', 'transport_type': 'trol'}, {'name': '31', 'transport_type': 'trol'}, {'name': '19', 'transport_type': 'marshrutka'}, {'name': '23', 'transport_type': 'marshrutka'}, {'name': '37', 'transport_type': 'marshrutka'}]"
8255,Kropyvnytskoho Square,49.836953,24.00573,"[{'name': '27', 'transport_type': 'trol'}, {'name': '32', 'transport_type': 'trol'}, {'name': '38', 'transport_type': 'trol'}]"
17439,Pulmonolohichnyi tsentr,49.782855,24.096757,"[{'name': '31', 'transport_type': 'trol'}]"
17440,Pulmonolohichnyi tsentr,49.782947,24.096666,"[{'name': '31', 'transport_type': 'trol'}]"
28654,Sykhivskyi tsvyntar,49.772399,24.102115,"[{'name': '31', 'transport_type': 'trol'}]"
35222,Kniahyni Olhy St,49.803478,24.000965,"[{'name': '22', 'transport_type': 'trol'}, {'name': '7', 'transport_type': 'marshrutka'}, {'name': '14', 'transport_type': 'marshrutka'}, {'name': '23', 'transport_type': 'marshrutka'}, {'name': '25', 'transport_type': 'marshrutka'}, {'name': '27', 'transport_type': 'marshrutka'}, {'name': '32', 'transport_type': 'marshrutka'}, {'name': '41', 'transport_type': 'marshrutka'}]"
53359,Akademika Pidstryhacha St,49.802282,24.013268,"[{'name': '22', 'transport_type': 'trol'}, {'name': '27', 'transport_type': 'marshrutka'}]"
53360,Akademika Pidstryhacha St,49.802429,24.01463,"[{'name': '22', 'transport_type': 'trol'}, {'name': '7', 'transport_type': 'marshrutka'}, {'name': '14', 'transport_type': 'marshrutka'}, {'name': '23', 'transport_type': 'marshrutka'}, {'name': '25', 'transport_type': 'marshrutka'}, {'name': '27', 'transport_type': 'marshrutka'}, {'name': '32', 'transport_type': 'marshrutka'}, {'name': '41', 'transport_type': 'marshrutka'}]"
62649,Shota Rustaveli St,49.833102,24.03587,"[{'name': '25', 'transport_type': 'trol'}]"
75003,Okruzhna St,49.826629,23.983524,"[{'name': '30', 'transport_type': 'trol'}, {'name': '25', 'transport_type': 'marshrutka'}, {'name': '51', 'transport_type': 'marshrutka'}]"
76732,Pivdennyi Rynok,49.814327,23.975198,"[{'name': '23', 'transport_type': 'trol'}, {'name': '11', 'transport_type': 'marshrutka'}, {'name': '14', 'transport_type': 'marshrutka'}, {'name': '21', 'transport_type': 'marshrutka'}, {'name': '23', 'transport_type': 'marshrutka'}, {'name': '25', 'transport_type': 'marshrutka'}, {'name': '27', 'transport_type': 'marshrutka'}, {'name': '32', 'transport_type': 'marshrutka'}, {'name': '51', 'transport_type': 'marshrutka'}]"
143872,Vodohinna St,49.82702,24.044871,"[{'name': '24', 'transport_type': 'trol'}, {'name': '31', 'transport_type': 'trol'}, {'name': '37', 'transport_type': 'marshrutka'}, {'name': '43', 'transport_type': 'marshrutka'}]"
143873,Lvivvodokanal,49.829855,24.044474,"[{'name': '24', 'transport_type': 'trol'}, {'name': '31', 'transport_type': 'trol'}, {'name': '37', 'transport_type': 'marshrutka'}, {'name': '43', 'transport_type': 'marshrutka'}]"
143874,Lypova aleia St,49.820658,24.055883,"[{'name': '24', 'transport_type': 'trol'}, {'name': '31', 'transport_type': 'trol'}, {'name': '15', 'transport_type': 'marshrutka'}, {'name': '37', 'transport_type': 'marshrutka'}, {'name': '43', 'transport_type': 'marshrutka'}]"
167244,opery ta baletu Teatr,49.844062,24.025632,"[{'name': '33', 'transport_type': 'trol'}, {'name': '21', 'transport_type': 'marshrutka'}, {'name': '57', 'transport_type': 'marshrutka'}]"
167249,Holosko,49.869242,24.018302,"[{'name': '33', 'transport_type': 'trol'}, {'name': '7', 'transport_type': 'marshrutka'}, {'name': '12', 'transport_type': 'marshrutka'}, {'name': '17', 'transport_type': 'marshrutka'}, {'name': '22', 'transport_type': 'marshrutka'}, {'name': '31', 'transport_type': 'marshrutka'}, {'name': '41', 'transport_type': 'marshrutka'}, {'name': '51', 'transport_type': 'marshrutka'}, {'name': '55', 'transport_type': 'marshrutka'}, {'name': '56', 'transport_type': 'marshrutka'}]"
167250,Zamarstyniv,49.870313,24.020671,"[{'name': '33', 'transport_type': 'trol'}, {'name': '7', 'transport_type': 'marshrutka'}, {'name': '12', 'transport_type': 'marshrutka'}, {'name': '17', 'transport_type': 'marshrutka'}, {'name': '31', 'transport_type': 'marshrutka'}, {'name': '34', 'transport_type': 'marshrutka'}, {'name': '41', 'transport_type': 'marshrutka'}, {'name': '51', 'transport_type': 'marshrutka'}, {'name': '55', 'transport_type': 'marshrutka'}, {'name': '56', 'transport_type': 'marshrutka'}]"
167280,Kulparkivska St,49.834529,23.989849,"[{'name': '27', 'transport_type': 'trol'}, {'name': '32', 'transport_type': 'trol'}, {'name': '20', 'transport_type': 'marshrutka'}, {'name': '30', 'transport_type': 'marshrutka'}, {'name': '32', 'transport_type': 'marshrutka'}, {'name': '34', 'transport_type': 'marshrutka'}, {'name': '43', 'transport_type': 'marshrutka'}]"
167281,Kulparkivska St,49.833946,23.990892,"[{'name': '38', 'transport_type': 'trol'}, {'name': '7', 'transport_type': 'marshrutka'}, {'name': '25', 'transport_type': 'marshrutka'}, {'name': '51', 'transport_type': 'marshrutka'}]"
167283,Tobilevycha St,49.835938,24.00314,"[{'name': '27', 'transport_type': 'trol'}, {'name': '32', 'transport_type': 'trol'}, {'name': '38', 'transport_type': 'trol'}]"
167285,Melnyka St,49.831847,24.001591,"[{'name': '22', 'transport_type': 'trol'}, {'name': '30', 'transport_type': 'trol'}]"
167291,Klub Naukovyi,49.804781,23.991886,"[{'name': '22', 'transport_type': 'trol'}, {'name': '7', 'transport_type': 'marshrutka'}, {'name': '14', 'transport_type': 'marshrutka'}, {'name': '23', 'transport_type': 'marshrutka'}, {'name': '25', 'transport_type': 'marshrutka'}, {'name': '27', 'transport_type': 'marshrutka'}, {'name': '32', 'transport_type': 'marshrutka'}, {'name': '45', 'transport_type': 'marshrutka'}, {'name': '51', 'transport_type': 'marshrutka'}]"
167293,Troleibusna St,49.802872,24.006889,"[{'name': '22', 'transport_type': 'trol'}, {'name': '7', 'transport_type': 'marshrutka'}, {'name': '14', 'transport_type': 'marshrutka'}, {'name': '23', 'transport_type': 'marshrutka'}, {'name': '25', 'transport_type': 'marshrutka'}, {'name': '27', 'transport_type': 'marshrutka'}, {'name': '32', 'transport_type': 'marshrutka'}, {'name': '41', 'transport_type': 'marshrutka'}]"
167296,v. Pasiky-Zubrytski,49.780729,24.088441,"[{'name': '31', 'transport_type': 'trol'}]"
167297,v. Pasiky-Zubrytski,49.78002,24.089999,"[{'name': '31', 'transport_type': 'trol'}]"
167298,v. Pasiky-Zubrytski,49.78077,24.090171,"[{'name': '31', 'transport_type': 'trol'}]"
167300,Staryi Sykhiv Microrayon,49.792407,24.074479,"[{'name': '31', 'transport_type': 'trol'}]"
167301,Staryi Sykhiv Microrayon,49.79303,24.074302,"[{'name': '31', 'transport_type': 'trol'}]"
167302,Sykhivska St,49.796972,24.072162,"[{'name': '24', 'transport_type': 'trol'}, {'name': '19', 'transport_type': 'marshrutka'}, {'name': '23', 'transport_type': 'marshrutka'}, {'name': '37', 'transport_type': 'marshrutka'}]"
167303,Zubrivska St,49.802305,24.065414,"[{'name': '24', 'transport_type': 'trol'}, {'name': '31', 'transport_type': 'trol'}, {'name': '19', 'transport_type': 'marshrutka'}, {'name': '23', 'transport_type': 'marshrutka'}, {'name': '37', 'transport_type': 'marshrutka'}]"
167306,Koledzh telekomunikatsii,49.809978,24.007373,"[{'name': '23', 'transport_type': 'trol'}, {'name': '38', 'transport_type': 'trol'}, {'name': '11', 'transport_type': 'marshrutka'}]"
167309,Demnianska St,49.800265,24.030591,"[{'name': '38', 'transport_type': 'trol'}, {'name': '7', 'transport_type': 'marshrutka'}, {'name': '11', 'transport_type': 'marshrutka'}, {'name': '14', 'transport_type': 'marshrutka'}, {'name': '23', 'transport_type': 'marshrutka'}, {'name': '32', 'transport_type': 'marshrutka'}, {'name': '41', 'transport_type': 'marshrutka'}]"
167310,Demnianska St,49.800649,24.030266,"[{'name': '38', 'transport_type': 'trol'}, {'name': '7', 'transport_type': 'marshrutka'}, {'name': '11', 'transport_type': 'marshrutka'}, {'name': '14', 'transport_type': 'marshrutka'}, {'name': '23', 'transport_type': 'marshrutka'}, {'name': '32', 'transport_type': 'marshrutka'}, {'name': '41', 'transport_type': 'marshrutka'}]"
167314,Yaroslava Hasheka St,49.794216,24.016006,"[{'name': '22', 'transport_type': 'trol'}, {'name': '23', 'transport_type': 'trol'}, {'name': '25', 'transport_type': 'trol'}, {'name': '25', 'transport_type': 'marshrutka'}]"
167315,Yaroslava Hasheka St,49.794638,24.016646,"[{'name': '22', 'transport_type': 'trol'}, {'name': '23', 'transport_type': 'trol'}, {'name': '25', 'transport_type': 'trol'}, {'name': '25', 'transport_type': 'marshrutka'}, {'name': '57', 'transport_type': 'marshrutka'}]"
167327,Frezernyi Zavod,49.81213,24.060757,"[{'name': '24', 'transport_type': 'trol'}, {'name': '31', 'transport_type': 'trol'}, {'name': '23', 'transport_type': 'marshrutka'}, {'name': '27', 'transport_type': 'marshrutka'}, {'name': '37', 'transport_type': 'marshrutka'}]"
167328,Frezernyi Zavod,49.811385,24.0612,"[{'name': '24', 'transport_type': 'trol'}, {'name': '31', 'transport_type': 'trol'}, {'name': '23', 'transport_type': 'marshrutka'}, {'name': '27', 'transport_type': 'marshrutka'}, {'name': '37', 'transport_type': 'marshrutka'}]"
169632,Antonovycha St,49.826547,23.989772,"[{'name': '22', 'transport_type': 'trol'}, {'name': '38', 'transport_type': 'trol'}, {'name': '7', 'transport_type': 'marshrutka'}]"
170689,Ivana Kavaleridze St,49.794468,24.062886,"[{'name': '24', 'transport_type': 'trol'}]"
170691,Tsentr Dovzhenka,49.793983,24.061721,"[{'name': '24', 'transport_type': 'trol'}, {'name': '14', 'transport_type': 'marshrutka'}, {'name': '19', 'transport_type': 'marshrutka'}, {'name': '23', 'transport_type': 'marshrutka'}, {'name': '37', 'transport_type': 'marshrutka'}, {'name': '41', 'transport_type': 'marshrutka'}]"
207453,Kulparkivska St,49.834461,23.990053,"[{'name': '27', 'transport_type': 'trol'}, {'name': '32', 'transport_type': 'trol'}, {'name': '20', 'transport_type': 'marshrutka'}, {'name': '30', 'transport_type': 'marshrutka'}, {'name': '32', 'transport_type': 'marshrutka'}, {'name': '34', 'transport_type': 'marshrutka'}, {'name': '43', 'transport_type': 'marshrutka'}]"
222168,Chukarina St,49.80047,24.040698,"[{'name': '38', 'transport_type': 'trol'}, {'name': '7', 'transport_type': 'marshrutka'}, {'name': '11', 'transport_type': 'marshrutka'}, {'name': '14', 'transport_type': 'marshrutka'}, {'name': '23', 'transport_type': 'marshrutka'}, {'name': '32', 'transport_type': 'marshrutka'}, {'name': '41', 'transport_type': 'marshrutka'}]"
222169,Kulparkivska St,49.833254,23.990692,"[{'name': '38', 'transport_type': 'trol'}, {'name': '25', 'transport_type': 'marshrutka'}]"
222192,Viacheslava Chornovola Ave,49.84538,24.025082,"[{'name': '33', 'transport_type': 'trol'}, {'name': '7', 'transport_type': 'marshrutka'}, {'name': '17', 'transport_type': 'marshrutka'}, {'name': '20', 'transport_type': 'marshrutka'}, {'name': '25', 'transport_type': 'marshrutka'}, {'name': '31', 'transport_type': 'marshrutka'}, {'name': '34', 'transport_type': 'marshrutka'}, {'name': '37', 'transport_type': 'marshrutka'}, {'name': '39', 'transport_type': 'marshrutka'}, {'name': '41', 'transport_type': 'marshrutka'}, {'name': '51', 'transport_type': 'marshrutka'}]"
222209,Pryvokzalnyi Rynok,49.836463,23.999341,"[{'name': '27', 'transport_type': 'trol'}, {'name': '32', 'transport_type': 'trol'}, {'name': '38', 'transport_type': 'trol'}, {'name': '15', 'transport_type': 'marshrutka'}, {'name': '20', 'transport_type': 'marshrutka'}, {'name': '25', 'transport_type': 'marshrutka'}, {'name': '30', 'transport_type': 'marshrutka'}, {'name': '32', 'transport_type': 'marshrutka'}, {'name': '34', 'transport_type': 'marshrutka'}, {'name': '43', 'transport_type': 'marshrutka'}, {'name': '51', 'transport_type': 'marshrutka'}]"
